ticket_id,customer_id,product_purchased,ticket_status,ticket_priority,plan_type,customer_satisfaction_rating,sessions_baseline,sessions_recent,sessions_change,decline20
2422,CUST00080,Bitbucket,Closed,Critical,Standard,3.0,15.0,12.0,-0.19999999999999996,False
2423,CUST06804,Bitbucket,Open,Medium,Standard,,12.5,19.0,0.52,False
2424,CUST06026,Confluence,Pending Customer Response,Low,Premium,,16.5,17.0,0.030303030303030276,False
2425,CUST06571,Jira,Pending Customer Response,High,Premium,,12.5,6.5,-0.48,True
2426,CUST02648,Trello,Closed,Critical,Enterprise,3.0,18.5,16.5,-0.10810810810810811,False
2427,CUST00867,Bitbucket,Open,Low,Standard,,9.0,9.5,0.05555555555555558,False
2428,CUST03613,Bitbucket,Pending Customer Response,Critical,Enterprise,,14.5,13.5,-0.06896551724137934,False
2429,CUST01425,Jira,Open,Low,Premium,,12.5,10.0,-0.19999999999999996,False
2430,CUST07522,Jira,Open,Medium,Standard,,14.0,14.0,0.0,False
2431,CUST04455,Confluence,Closed,High,Standard,3.0,13.5,8.0,-0.40740740740740744,True
2432,CUST01329,Trello,Open,Low,Standard,,17.5,13.0,-0.2571428571428571,True
2433,CUST07976,Jira,Open,Medium,Free,,20.0,20.5,0.02499999999999991,False
2434,CUST02261,Loom,Pending Customer Response,High,Premium,,19.0,12.0,-0.368421052631579,True
2435,CUST01415,Confluence,Pending Customer Response,Medium,Free,,11.0,7.5,-0.31818181818181823,True
2436,CUST05754,Bitbucket,Open,Medium,Premium,,16.0,13.0,-0.1875,False
2437,CUST04007,Jira,Pending Customer Response,Low,Free,,9.0,12.0,0.33333333333333326,False
2438,CUST00196,Bitbucket,Open,Critical,Standard,,25.0,17.5,-0.30000000000000004,True
2439,CUST02301,Jira,Closed,High,Standard,5.0,32.0,28.5,-0.109375,False
2440,CUST07712,Confluence,Pending Customer Response,Critical,Standard,,15.0,12.5,-0.16666666666666663,False
2441,CUST03186,Trello,Closed,Low,Standard,3.0,22.5,17.5,-0.2222222222222222,True
2442,CUST05520,Jira,Closed,High,Standard,3.0,23.0,17.5,-0.23913043478260865,True
2443,CUST03133,Bitbucket,Pending Customer Response,Medium,Premium,,24.0,26.5,0.10416666666666674,False
2444,CUST05953,Trello,Pending Customer Response,Critical,Enterprise,,17.0,19.5,0.1470588235294117,False
2445,CUST04131,Jira,Pending Customer Response,Medium,Standard,,19.0,24.0,0.26315789473684204,False
2446,CUST02613,Jira,Pending Customer Response,Low,Standard,,11.0,11.0,0.0,False
2447,CUST01981,Bitbucket,Open,Medium,Premium,,23.5,29.5,0.25531914893617014,False
2448,CUST00925,Trello,Pending Customer Response,Low,Premium,,20.5,20.5,0.0,False
2449,CUST05482,Loom,Open,Low,Standard,,14.5,13.5,-0.06896551724137934,False
2450,CUST01198,Trello,Closed,Low,Premium,3.0,28.0,26.0,-0.0714285714285714,False
2451,CUST03820,Jira,Open,Critical,Premium,,17.5,23.0,0.3142857142857143,False
2452,CUST06774,Confluence,Closed,Low,Premium,3.0,46.0,46.5,0.010869565217391353,False
2453,CUST00522,Bitbucket,Pending Customer Response,Medium,Standard,,22.0,20.5,-0.06818181818181823,False
2454,CUST02733,Jira,Closed,High,Free,2.0,5.5,5.5,0.0,False
2455,CUST01009,Bitbucket,Open,Low,Premium,,37.0,33.5,-0.09459459459459463,False
2456,CUST03766,Trello,Closed,Low,Premium,4.0,13.0,14.0,0.07692307692307687,False
2457,CUST03172,Loom,Open,Critical,Standard,,9.5,12.0,0.26315789473684204,False
2458,CUST00367,Trello,Open,Low,Standard,,8.0,8.0,0.0,False
2459,CUST02724,Loom,Pending Customer Response,Low,Standard,,9.5,9.0,-0.052631578947368474,False
2460,CUST02669,Bitbucket,Pending Customer Response,Critical,Free,,11.5,13.5,0.17391304347826098,False
2461,CUST01344,Confluence,Closed,Low,Enterprise,1.0,7.5,12.5,0.6666666666666667,False
2462,CUST04077,Confluence,Pending Customer Response,Medium,Enterprise,,34.0,32.5,-0.044117647058823484,False
2463,CUST03981,Loom,Pending Customer Response,Medium,Standard,,5.0,5.5,0.10000000000000009,False
2464,CUST05120,Loom,Pending Customer Response,Low,Premium,,15.5,16.0,0.032258064516129004,False
2465,CUST01989,Loom,Closed,Critical,Free,5.0,16.0,14.0,-0.125,False
2466,CUST05898,Jira,Closed,Critical,Premium,3.0,19.0,23.5,0.23684210526315796,False
2467,CUST04941,Jira,Closed,Medium,Standard,1.0,13.5,12.0,-0.11111111111111116,False
2468,CUST03469,Loom,Closed,Critical,Standard,3.0,12.5,11.5,-0.07999999999999996,False
2469,CUST04249,Jira,Open,Low,Enterprise,,19.5,21.5,0.10256410256410264,False
2470,CUST00634,Bitbucket,Closed,Critical,Premium,4.0,38.5,38.0,-0.012987012987012991,False
2471,CUST01799,Loom,Closed,Low,Standard,1.0,11.5,16.5,0.4347826086956521,False
2472,CUST07150,Confluence,Closed,Medium,Premium,3.0,20.0,22.0,0.10000000000000009,False
2473,CUST00365,Confluence,Closed,High,Standard,4.0,20.5,17.0,-0.1707317073170732,False
2474,CUST03992,Confluence,Closed,Medium,Premium,4.0,12.0,13.0,0.08333333333333326,False
2475,CUST08034,Bitbucket,Pending Customer Response,High,Free,,19.0,16.0,-0.1578947368421053,False
2476,CUST02145,Loom,Open,Low,Standard,,20.0,19.0,-0.050000000000000044,False
2477,CUST00783,Jira,Closed,High,Standard,2.0,27.0,25.5,-0.05555555555555558,False
2478,CUST01143,Loom,Pending Customer Response,Low,Standard,,11.0,12.5,0.13636363636363646,False
2479,CUST02606,Confluence,Closed,Medium,Standard,3.0,31.5,29.0,-0.07936507936507942,False
2480,CUST01553,Trello,Pending Customer Response,Low,Standard,,10.5,8.0,-0.23809523809523814,True
2481,CUST03983,Bitbucket,Open,Critical,Standard,,6.5,10.5,0.6153846153846154,False
2482,CUST05306,Confluence,Pending Customer Response,Critical,Premium,,12.5,12.5,0.0,False
2483,CUST07140,Jira,Pending Customer Response,Critical,Free,,10.5,8.5,-0.19047619047619047,False
2484,CUST02161,Loom,Pending Customer Response,Medium,Standard,,6.5,5.5,-0.15384615384615385,False
2485,CUST04381,Jira,Pending Customer Response,Medium,Standard,,12.5,8.5,-0.31999999999999995,True
2486,CUST07929,Loom,Closed,High,Premium,2.0,14.5,12.5,-0.13793103448275867,False
2487,CUST03173,Jira,Open,Medium,Free,,7.5,8.0,0.06666666666666665,False
2488,CUST01044,Confluence,Closed,Low,Enterprise,4.0,35.0,42.5,0.2142857142857142,False
2489,CUST03889,Trello,Closed,Critical,Premium,1.0,23.5,24.0,0.02127659574468077,False
2490,CUST06737,Confluence,Pending Customer Response,Critical,Premium,,7.5,9.5,0.2666666666666666,False
2491,CUST03722,Jira,Pending Customer Response,High,Premium,,22.0,28.5,0.2954545454545454,False
2492,CUST03291,Bitbucket,Closed,Medium,Free,1.0,9.5,6.0,-0.368421052631579,True
2493,CUST07395,Loom,Closed,Critical,Standard,2.0,22.5,16.0,-0.28888888888888886,True
2494,CUST07182,Jira,Open,Medium,Enterprise,,15.0,15.0,0.0,False
2495,CUST00805,Bitbucket,Pending Customer Response,Critical,Standard,,18.0,18.5,0.02777777777777768,False
2496,CUST06280,Jira,Pending Customer Response,Low,Free,,14.0,13.5,-0.0357142857142857,False
2497,CUST07856,Bitbucket,Pending Customer Response,Medium,Premium,,14.0,18.5,0.3214285714285714,False
2498,CUST06299,Trello,Pending Customer Response,Low,Enterprise,,38.0,37.0,-0.02631578947368418,False
2499,CUST07308,Confluence,Pending Customer Response,Medium,Free,,15.0,14.0,-0.06666666666666665,False
2500,CUST03823,Jira,Open,High,Premium,,34.0,32.5,-0.044117647058823484,False
2501,CUST07408,Bitbucket,Open,Low,Free,,11.0,14.0,0.2727272727272727,False
2502,CUST04530,Confluence,Pending Customer Response,Low,Standard,,12.0,13.0,0.08333333333333326,False
2503,CUST04614,Confluence,Open,Low,Free,,6.5,6.0,-0.07692307692307687,False
2504,CUST02289,Jira,Pending Customer Response,Low,Standard,,16.5,13.5,-0.18181818181818177,False
2505,CUST00866,Loom,Open,Low,Enterprise,,20.5,19.0,-0.07317073170731703,False
2506,CUST03801,Loom,Pending Customer Response,High,Premium,,16.0,17.5,0.09375,False
2507,CUST03308,Jira,Closed,High,Standard,3.0,19.0,21.5,0.13157894736842102,False
2508,CUST01306,Bitbucket,Open,High,Standard,,12.0,13.5,0.125,False
2509,CUST05366,Trello,Open,Critical,Premium,,32.0,28.0,-0.125,False
2510,CUST00661,Jira,Open,Critical,Free,,19.0,19.5,0.026315789473684292,False
2511,CUST05253,Trello,Open,Medium,Free,,9.5,7.0,-0.26315789473684215,True
2512,CUST03807,Bitbucket,Pending Customer Response,Low,Premium,,24.5,27.5,0.12244897959183665,False
2513,CUST06586,Confluence,Open,Critical,Free,,11.0,11.5,0.045454545454545414,False
2514,CUST04729,Jira,Pending Customer Response,Medium,Standard,,23.5,24.5,0.042553191489361764,False
2515,CUST00690,Confluence,Pending Customer Response,High,Enterprise,,15.5,19.0,0.22580645161290325,False
2516,CUST06833,Confluence,Pending Customer Response,Low,Premium,,23.0,20.5,-0.10869565217391308,False
2517,CUST06975,Bitbucket,Closed,Low,Enterprise,1.0,23.5,22.0,-0.06382978723404253,False
2518,CUST04280,Trello,Closed,Medium,Enterprise,3.0,26.0,23.5,-0.09615384615384615,False
2519,CUST06037,Jira,Open,Medium,Free,,9.5,11.5,0.21052631578947367,False
2520,CUST04466,Confluence,Pending Customer Response,Critical,Standard,,8.5,12.0,0.41176470588235303,False
2521,CUST05065,Jira,Pending Customer Response,Low,Standard,,20.0,21.0,0.050000000000000044,False
2522,CUST05592,Jira,Pending Customer Response,Medium,Free,,9.0,5.0,-0.4444444444444444,True
2523,CUST06561,Bitbucket,Closed,Low,Premium,4.0,21.0,23.5,0.11904761904761907,False
2524,CUST02528,Bitbucket,Pending Customer Response,Medium,Enterprise,,23.0,27.0,0.17391304347826098,False
2525,CUST03089,Bitbucket,Pending Customer Response,High,Premium,,21.5,21.5,0.0,False
2526,CUST03691,Loom,Open,High,Premium,,14.5,12.0,-0.1724137931034483,False
2527,CUST03830,Loom,Pending Customer Response,Medium,Premium,,13.0,11.5,-0.11538461538461542,False
2528,CUST06630,Jira,Pending Customer Response,Low,Standard,,11.5,14.5,0.26086956521739135,False
2529,CUST07398,Jira,Pending Customer Response,Medium,Standard,,29.0,33.0,0.13793103448275867,False
2530,CUST06691,Bitbucket,Closed,Critical,Enterprise,1.0,16.0,17.5,0.09375,False
2531,CUST03220,Bitbucket,Open,Medium,Standard,,9.5,8.0,-0.1578947368421053,False
2532,CUST02328,Confluence,Closed,Critical,Premium,5.0,27.0,24.5,-0.09259259259259256,False
2533,CUST05332,Bitbucket,Open,Low,Standard,,16.5,14.5,-0.12121212121212122,False
2534,CUST02736,Bitbucket,Closed,Low,Premium,1.0,15.5,19.5,0.25806451612903225,False
2535,CUST00685,Bitbucket,Open,Critical,Premium,,19.5,15.5,-0.20512820512820518,True
2536,CUST07622,Confluence,Closed,Critical,Premium,4.0,13.5,13.5,0.0,False
2537,CUST07122,Trello,Open,Medium,Premium,,17.5,18.5,0.05714285714285716,False
2538,CUST02886,Jira,Pending Customer Response,High,Premium,,5.5,4.0,-0.2727272727272727,True
2539,CUST02481,Trello,Open,Medium,Premium,,16.5,14.0,-0.1515151515151515,False
2540,CUST07205,Confluence,Closed,Critical,Free,4.0,6.0,2.5,-0.5833333333333333,True
2541,CUST04964,Jira,Closed,Low,Enterprise,4.0,22.0,21.5,-0.022727272727272707,False
2542,CUST06003,Loom,Pending Customer Response,High,Standard,,10.0,14.0,0.3999999999999999,False
2543,CUST01096,Confluence,Pending Customer Response,Medium,Standard,,18.5,15.5,-0.16216216216216217,False
2544,CUST07012,Confluence,Pending Customer Response,Medium,Premium,,29.5,27.5,-0.06779661016949157,False
2545,CUST03471,Trello,Closed,Critical,Free,2.0,7.5,11.5,0.5333333333333334,False
2546,CUST04174,Confluence,Pending Customer Response,Medium,Standard,,19.5,24.0,0.23076923076923084,False
2547,CUST04440,Jira,Open,Low,Premium,,27.5,25.5,-0.07272727272727275,False
2548,CUST01130,Trello,Closed,High,Premium,3.0,8.5,15.0,0.7647058823529411,False
2549,CUST05634,Confluence,Closed,Low,Free,5.0,2.5,4.0,0.6000000000000001,False
2550,CUST01995,Bitbucket,Open,Critical,Enterprise,,37.5,37.0,-0.013333333333333308,False
2551,CUST00941,Confluence,Pending Customer Response,Low,Enterprise,,38.0,34.0,-0.10526315789473684,False
2552,CUST00423,Loom,Pending Customer Response,Critical,Standard,,8.5,11.0,0.2941176470588236,False
2553,CUST08260,Loom,Open,Low,Standard,,2.5,1.5,-0.4,True
2554,CUST06473,Jira,Pending Customer Response,Critical,Enterprise,,41.5,35.0,-0.15662650602409633,False
2555,CUST02057,Trello,Closed,Critical,Free,5.0,4.5,7.5,0.6666666666666667,False
2556,CUST01274,Jira,Closed,High,Premium,5.0,12.5,16.5,0.32000000000000006,False
2557,CUST03093,Loom,Closed,High,Free,3.0,4.5,2.5,-0.4444444444444444,True
2558,CUST07599,Loom,Pending Customer Response,Critical,Standard,,19.0,22.5,0.18421052631578938,False
2559,CUST04254,Trello,Open,Critical,Standard,,17.5,17.5,0.0,False
2560,CUST00092,Jira,Pending Customer Response,Critical,Free,,11.0,12.5,0.13636363636363646,False
2561,CUST01355,Confluence,Pending Customer Response,Medium,Enterprise,,39.5,44.5,0.12658227848101267,False
2562,CUST04840,Trello,Pending Customer Response,Low,Premium,,20.5,27.0,0.3170731707317074,False
2563,CUST00417,Trello,Pending Customer Response,Low,Standard,,19.5,14.5,-0.2564102564102564,True
2564,CUST05478,Bitbucket,Open,Medium,Enterprise,,26.5,29.0,0.09433962264150941,False
2565,CUST01028,Loom,Open,High,Standard,,17.0,11.0,-0.3529411764705882,True
2566,CUST06631,Confluence,Pending Customer Response,Low,Enterprise,,21.0,25.0,0.19047619047619047,False
2567,CUST05211,Bitbucket,Open,Medium,Free,,23.0,25.5,0.10869565217391308,False
2568,CUST04692,Confluence,Closed,High,Enterprise,1.0,10.0,7.5,-0.25,True
2569,CUST06987,Confluence,Open,High,Premium,,10.5,13.5,0.2857142857142858,False
2570,CUST04525,Confluence,Pending Customer Response,High,Enterprise,,20.5,24.0,0.1707317073170731,False
2571,CUST05421,Trello,Pending Customer Response,High,Premium,,17.5,17.5,0.0,False
2572,CUST06670,Confluence,Pending Customer Response,Medium,Standard,,29.5,27.5,-0.06779661016949157,False
2573,CUST01842,Jira,Open,Critical,Standard,,11.5,9.0,-0.21739130434782605,True
2574,CUST02702,Loom,Closed,Critical,Enterprise,1.0,12.5,13.5,0.08000000000000007,False
2575,CUST01628,Confluence,Open,Medium,Standard,,12.0,14.0,0.16666666666666674,False
2576,CUST06871,Jira,Closed,High,Enterprise,4.0,14.0,14.0,0.0,False
2577,CUST05941,Jira,Open,Low,Premium,,16.5,20.5,0.24242424242424243,False
2578,CUST01362,Bitbucket,Pending Customer Response,Low,Premium,,11.0,20.5,0.8636363636363635,False
2579,CUST03936,Loom,Pending Customer Response,High,Enterprise,,19.5,17.5,-0.10256410256410253,False
2580,CUST05169,Loom,Closed,Medium,Free,3.0,6.0,4.0,-0.33333333333333337,True
2581,CUST02751,Confluence,Pending Customer Response,Critical,Standard,,21.5,25.0,0.16279069767441867,False
2582,CUST06072,Bitbucket,Open,Low,Standard,,24.5,24.5,0.0,False
2583,CUST08037,Bitbucket,Open,High,Standard,,14.0,17.5,0.25,False
2584,CUST06754,Bitbucket,Pending Customer Response,High,Enterprise,,10.5,9.5,-0.09523809523809523,False
2585,CUST07709,Confluence,Open,Low,Standard,,13.0,12.5,-0.038461538461538436,False
2586,CUST07819,Confluence,Open,Medium,Free,,10.0,12.0,0.19999999999999996,False
2587,CUST05440,Confluence,Closed,Medium,Premium,5.0,14.0,14.5,0.03571428571428581,False
2588,CUST08018,Trello,Closed,Low,Standard,5.0,12.0,14.5,0.20833333333333326,False
2589,CUST04571,Bitbucket,Closed,Low,Standard,2.0,17.0,18.5,0.08823529411764697,False
2590,CUST07596,Loom,Closed,Medium,Premium,4.0,24.5,22.5,-0.08163265306122447,False
2591,CUST06853,Bitbucket,Closed,Low,Standard,3.0,8.5,7.5,-0.11764705882352944,False
2592,CUST01229,Confluence,Pending Customer Response,Low,Premium,,16.5,13.5,-0.18181818181818177,False
2593,CUST00738,Confluence,Pending Customer Response,Low,Standard,,11.5,13.0,0.13043478260869557,False
2594,CUST03624,Loom,Pending Customer Response,Low,Enterprise,,19.0,12.0,-0.368421052631579,True
2595,CUST01108,Loom,Open,Low,Standard,,13.0,12.0,-0.07692307692307687,False
2596,CUST01436,Loom,Pending Customer Response,High,Premium,,13.5,15.0,0.11111111111111116,False
2597,CUST03045,Jira,Closed,Low,Free,1.0,8.0,4.5,-0.4375,True
2598,CUST02566,Confluence,Pending Customer Response,Critical,Standard,,18.0,21.0,0.16666666666666674,False
2599,CUST01195,Trello,Open,Medium,Free,,14.0,12.0,-0.1428571428571429,False
2600,CUST03926,Bitbucket,Pending Customer Response,Medium,Enterprise,,20.0,20.5,0.02499999999999991,False
2601,CUST07623,Confluence,Open,Medium,Free,,10.5,7.0,-0.33333333333333337,True
2602,CUST02330,Bitbucket,Pending Customer Response,Medium,Free,,22.5,21.5,-0.0444444444444444,False
2603,CUST06121,Jira,Pending Customer Response,Medium,Free,,4.0,5.0,0.25,False
2604,CUST00413,Loom,Open,Low,Standard,,27.0,26.0,-0.03703703703703709,False
2605,CUST05107,Trello,Pending Customer Response,Critical,Enterprise,,7.5,7.5,0.0,False
2606,CUST01072,Bitbucket,Pending Customer Response,Low,Free,,14.5,16.0,0.10344827586206895,False
2607,CUST06792,Jira,Pending Customer Response,Critical,Free,,2.0,7.5,2.75,False
2608,CUST04400,Trello,Closed,Low,Standard,3.0,27.0,31.5,0.16666666666666674,False
2609,CUST03555,Bitbucket,Pending Customer Response,Low,Enterprise,,17.5,15.5,-0.11428571428571432,False
2610,CUST04213,Trello,Closed,Low,Standard,4.0,16.0,21.0,0.3125,False
2611,CUST02696,Jira,Open,Medium,Enterprise,,22.5,23.0,0.022222222222222143,False
2612,CUST00986,Bitbucket,Closed,High,Enterprise,1.0,16.5,13.0,-0.21212121212121215,True
2613,CUST08194,Loom,Closed,Critical,Standard,2.0,18.0,19.5,0.08333333333333326,False
2614,CUST00132,Bitbucket,Open,Critical,Standard,,18.5,16.5,-0.10810810810810811,False
2615,CUST05059,Loom,Pending Customer Response,High,Premium,,10.5,8.0,-0.23809523809523814,True
2616,CUST02713,Bitbucket,Open,Low,Premium,,13.0,14.5,0.11538461538461542,False
2617,CUST05858,Confluence,Open,High,Standard,,9.0,9.0,0.0,False
2618,CUST02121,Bitbucket,Pending Customer Response,Critical,Free,,4.5,7.5,0.6666666666666667,False
2619,CUST03362,Jira,Closed,Critical,Standard,3.0,25.0,24.5,-0.020000000000000018,False
2620,CUST03793,Confluence,Pending Customer Response,Critical,Premium,,19.0,17.0,-0.10526315789473684,False
2621,CUST02391,Bitbucket,Open,High,Standard,,10.5,7.5,-0.2857142857142857,True
2622,CUST06442,Confluence,Closed,Low,Free,5.0,8.0,9.5,0.1875,False
2623,CUST03835,Confluence,Open,Medium,Standard,,16.0,9.5,-0.40625,True
2624,CUST00403,Confluence,Pending Customer Response,Low,Standard,,20.5,21.0,0.024390243902439046,False
2625,CUST01112,Bitbucket,Pending Customer Response,Critical,Free,,8.5,7.0,-0.17647058823529416,False
2626,CUST00069,Bitbucket,Open,Medium,Standard,,15.5,15.0,-0.032258064516129004,False
2627,CUST01343,Jira,Pending Customer Response,High,Premium,,14.0,20.5,0.4642857142857142,False
2628,CUST03262,Jira,Pending Customer Response,Low,Premium,,28.5,28.5,0.0,False
2629,CUST00351,Jira,Closed,High,Free,2.0,14.5,9.0,-0.3793103448275862,True
2630,CUST07373,Trello,Closed,Critical,Enterprise,5.0,21.0,20.5,-0.023809523809523836,False
2631,CUST01445,Trello,Closed,High,Standard,3.0,19.0,21.0,0.10526315789473695,False
2632,CUST06407,Confluence,Pending Customer Response,High,Premium,,17.0,17.5,0.02941176470588225,False
2633,CUST01271,Jira,Open,High,Standard,,17.0,12.0,-0.2941176470588235,True
2634,CUST06101,Jira,Open,High,Premium,,12.5,13.5,0.08000000000000007,False
2635,CUST07577,Confluence,Open,Medium,Standard,,24.0,18.5,-0.22916666666666663,True
2636,CUST00468,Loom,Open,Medium,Premium,,22.5,18.0,-0.19999999999999996,False
2637,CUST03875,Confluence,Closed,Medium,Standard,3.0,16.0,16.0,0.0,False
2638,CUST02836,Confluence,Closed,Low,Standard,2.0,8.0,13.5,0.6875,False
2639,CUST05128,Bitbucket,Closed,Critical,Free,1.0,9.5,5.5,-0.42105263157894735,True
2640,CUST04457,Loom,Open,Low,Free,,7.5,6.5,-0.1333333333333333,False
2641,CUST03849,Jira,Open,High,Standard,,12.0,13.5,0.125,False
2642,CUST07027,Jira,Open,High,Standard,,33.5,31.0,-0.07462686567164178,False
2643,CUST00396,Confluence,Pending Customer Response,Low,Standard,,10.5,17.0,0.6190476190476191,False
2644,CUST00980,Loom,Closed,High,Premium,3.0,8.0,7.0,-0.125,False
2645,CUST03269,Jira,Closed,Medium,Premium,1.0,17.5,21.5,0.22857142857142865,False
2646,CUST00129,Confluence,Closed,Low,Premium,3.0,43.0,46.5,0.08139534883720922,False
2647,CUST00455,Trello,Open,Medium,Standard,,15.5,18.0,0.16129032258064524,False
2648,CUST03210,Confluence,Pending Customer Response,Medium,Standard,,21.5,18.0,-0.16279069767441856,False
2649,CUST02771,Bitbucket,Closed,Low,Premium,4.0,29.0,26.5,-0.08620689655172409,False
2650,CUST03049,Loom,Closed,High,Enterprise,3.0,40.5,41.5,0.024691358024691468,False
2651,CUST00244,Trello,Closed,Critical,Enterprise,1.0,17.5,15.5,-0.11428571428571432,False
2652,CUST03006,Bitbucket,Closed,Critical,Premium,3.0,15.5,20.5,0.32258064516129026,False
2653,CUST06801,Confluence,Open,Medium,Premium,,19.0,20.5,0.07894736842105265,False
2654,CUST00808,Bitbucket,Pending Customer Response,High,Standard,,9.5,12.0,0.26315789473684204,False
2655,CUST02436,Jira,Open,Low,Premium,,30.0,26.0,-0.1333333333333333,False
2656,CUST05086,Jira,Pending Customer Response,Low,Free,,15.5,12.0,-0.22580645161290325,True
2657,CUST02987,Bitbucket,Closed,Medium,Standard,5.0,8.5,14.0,0.6470588235294117,False
2658,CUST01858,Jira,Pending Customer Response,Low,Enterprise,,33.5,34.5,0.029850746268656803,False
2659,CUST02826,Jira,Open,Medium,Premium,,17.0,21.5,0.2647058823529411,False
2660,CUST03091,Bitbucket,Pending Customer Response,Low,Standard,,9.0,7.5,-0.16666666666666663,False
2661,CUST01888,Jira,Closed,High,Standard,4.0,17.5,15.5,-0.11428571428571432,False
2662,CUST00759,Jira,Closed,Low,Enterprise,3.0,31.5,32.5,0.031746031746031855,False
2663,CUST03153,Confluence,Pending Customer Response,Low,Standard,,21.5,20.0,-0.06976744186046513,False
2664,CUST00835,Jira,Open,Medium,Enterprise,,19.0,24.5,0.2894736842105263,False
2665,CUST07909,Jira,Pending Customer Response,High,Free,,11.5,12.0,0.04347826086956519,False
2666,CUST02320,Loom,Pending Customer Response,Medium,Free,,1.0,4.0,3.0,False
2667,CUST05355,Loom,Open,Low,Enterprise,,14.0,15.0,0.0714285714285714,False
2668,CUST06039,Confluence,Open,High,Premium,,22.0,28.0,0.2727272727272727,False
2669,CUST04317,Confluence,Open,High,Enterprise,,35.0,29.5,-0.15714285714285714,False
2670,CUST01126,Loom,Pending Customer Response,Critical,Enterprise,,25.0,24.0,-0.040000000000000036,False
2671,CUST04609,Bitbucket,Closed,Medium,Premium,2.0,23.5,22.5,-0.04255319148936165,False
2672,CUST08206,Trello,Pending Customer Response,Medium,Standard,,26.0,28.5,0.09615384615384626,False
2673,CUST00971,Trello,Pending Customer Response,Low,Standard,,24.0,27.0,0.125,False
2674,CUST05124,Jira,Closed,Medium,Free,1.0,42.0,41.0,-0.023809523809523836,False
2675,CUST03346,Bitbucket,Pending Customer Response,Critical,Premium,,31.5,36.5,0.15873015873015883,False
2676,CUST06851,Confluence,Open,Medium,Free,,10.5,6.5,-0.38095238095238093,True
2677,CUST01869,Trello,Open,High,Standard,,6.0,7.0,0.16666666666666674,False
2678,CUST03626,Jira,Open,Low,Standard,,10.5,12.5,0.19047619047619047,False
2679,CUST00175,Trello,Closed,Critical,Standard,3.0,13.5,17.5,0.2962962962962963,False
2680,CUST00613,Trello,Closed,Low,Premium,3.0,9.5,8.0,-0.1578947368421053,False
2681,CUST02779,Jira,Open,Low,Enterprise,,13.0,15.5,0.1923076923076923,False
2682,CUST02644,Confluence,Pending Customer Response,Critical,Premium,,13.5,15.5,0.14814814814814814,False
2683,CUST00216,Loom,Closed,Medium,Free,2.0,10.5,5.0,-0.5238095238095238,True
2684,CUST08053,Trello,Closed,Critical,Free,4.0,8.5,13.0,0.5294117647058822,False
2685,CUST05846,Jira,Open,High,Premium,,12.5,13.5,0.08000000000000007,False
2686,CUST02445,Trello,Open,High,Standard,,12.5,13.5,0.08000000000000007,False
2687,CUST03573,Loom,Closed,High,Free,2.0,9.0,7.5,-0.16666666666666663,False
2688,CUST02378,Bitbucket,Pending Customer Response,High,Premium,,16.5,18.0,0.09090909090909083,False
2689,CUST05727,Loom,Open,Low,Free,,5.0,4.0,-0.19999999999999996,False
2690,CUST03906,Confluence,Open,Low,Enterprise,,15.5,16.0,0.032258064516129004,False
2691,CUST03205,Confluence,Open,Low,Standard,,27.0,25.0,-0.07407407407407407,False
2692,CUST01241,Bitbucket,Open,High,Enterprise,,22.0,22.5,0.022727272727272707,False
2693,CUST03387,Confluence,Pending Customer Response,High,Premium,,23.0,28.0,0.21739130434782616,False
2694,CUST03714,Jira,Pending Customer Response,Medium,Enterprise,,23.5,20.0,-0.14893617021276595,False
2695,CUST06391,Trello,Pending Customer Response,High,Enterprise,,34.0,36.5,0.07352941176470584,False
2696,CUST05983,Loom,Closed,Medium,Standard,2.0,18.0,13.0,-0.2777777777777778,True
2697,CUST01291,Confluence,Open,Medium,Premium,,28.0,29.0,0.03571428571428581,False
2698,CUST01131,Loom,Pending Customer Response,Critical,Standard,,12.5,12.0,-0.040000000000000036,False
2699,CUST02740,Jira,Closed,Low,Enterprise,2.0,22.0,18.5,-0.15909090909090906,False
2700,CUST05569,Confluence,Open,Low,Premium,,35.0,29.5,-0.15714285714285714,False
2701,CUST06687,Bitbucket,Closed,Critical,Free,1.0,8.0,10.5,0.3125,False
2702,CUST05843,Jira,Closed,Critical,Enterprise,3.0,17.5,16.0,-0.08571428571428574,False
2703,CUST08150,Trello,Closed,Critical,Standard,5.0,23.5,15.5,-0.34042553191489366,True
2704,CUST04385,Jira,Pending Customer Response,High,Free,,10.5,13.0,0.23809523809523814,False
2705,CUST07820,Trello,Closed,Low,Premium,4.0,19.5,19.0,-0.02564102564102566,False
2706,CUST07617,Jira,Open,Critical,Free,,10.0,7.5,-0.25,True
2707,CUST02800,Jira,Pending Customer Response,Medium,Premium,,31.0,36.5,0.17741935483870974,False
2708,CUST06780,Trello,Open,Critical,Premium,,19.0,16.5,-0.13157894736842102,False
2709,CUST02292,Loom,Open,Low,Free,,9.5,8.0,-0.1578947368421053,False
2710,CUST05236,Bitbucket,Pending Customer Response,Critical,Premium,,16.5,15.0,-0.09090909090909094,False
2711,CUST00834,Trello,Pending Customer Response,High,Enterprise,,10.5,12.0,0.1428571428571428,False
2712,CUST06137,Bitbucket,Closed,Medium,Premium,3.0,16.5,12.0,-0.2727272727272727,True
2713,CUST07416,Bitbucket,Open,Low,Premium,,21.0,20.5,-0.023809523809523836,False
